"zip","state","latitude","longitude","population"
57353,"SD",44.391844,-97.82982,929
57355,"SD",43.754325,-98.96882,1380
57356,"SD",43.144738,-98.51408,1981
57358,"SD",44.070966,-98.42594,45
57359,"SD",43.896226,-98.14931,931
57361,"SD",43.007052,-98.4172,318
57362,"SD",44.523028,-99.03397,2187
57363,"SD",43.69156,-98.2555,1131
57364,"SD",43.429115,-98.61012,62
57365,"SD",43.808858,-99.38782,475
57366,"SD",43.391523,-97.94713,2526
57367,"SD",43.062919,-98.53232,187
57368,"SD",43.733471,-98.47215,1214
57369,"SD",43.435193,-98.89387,2741
57370,"SD",43.854809,-99.15712,795
57371,"SD",44.430739,-99.22041,320
57373,"SD",44.514512,-98.8941,505
57374,"SD",43.738472,-97.60039,413
57375,"SD",43.556293,-98.46986,764
57376,"SD",43.220164,-97.94616,1209
57379,"SD",44.276539,-98.52872,90
57380,"SD",43.045048,-98.29838,3362
57381,"SD",44.428879,-98.71147,670
57382,"SD",44.051324,-98.63556,1680
57383,"SD",43.69412,-98.70407,799
57384,"SD",44.414842,-98.47279,906
57385,"SD",44.05448,-98.28766,1480
57386,"SD",44.492158,-97.98222,242
57401,"SD",45.46932,-98.49646,28909
57420,"SD",45.327593,-100.12424,97
57421,"SD",45.755146,-97.92723,138
57422,"SD",45.418297,-97.92959,302
57424,"SD",45.008745,-98.52375,366
57426,"SD",45.727807,-98.50795,76
57427,"SD",45.499572,-98.30102,523
57428,"SD",45.459575,-99.67824,821
57430,"SD",45.827391,-97.73978,2420
57432,"SD",45.674523,-98.01846,484
57433,"SD",45.625285,-98.31005,410
57434,"SD",45.175381,-98.08986,596
57435,"SD",45.160833,-98.92417,301
57436,"SD",44.863792,-98.08876,729
57437,"SD",45.796151,-99.62497,1773
57438,"SD",45.06623,-99.1345,1689
57440,"SD",44.857069,-98.27191,661
57441,"SD",45.834246,-98.51539,661
57442,"SD",45.007901,-100.05209,1684
57445,"SD",45.458312,-98.13416,1939
57446,"SD",45.864171,-98.18814,599
57448,"SD",45.593008,-99.44937,435
57449,"SD",45.726524,-98.21765,204
57450,"SD",45.253428,-99.84288,928
57451,"SD",45.43694,-99.02218,1570
57452,"SD",45.549059,-99.88459,345
57454,"SD",45.612148,-97.76274,570
57455,"SD",45.041882,-99.76851,168
57456,"SD",45.743673,-98.94361,990
57457,"SD",45.893818,-99.15407,115
57460,"SD",45.26493,-98.65019,378
57461,"SD",45.152388,-98.42497,483
57462,"SD",45.425378,-98.77372,741
57465,"SD",45.151166,-98.65671,350
57466,"SD",45.213867,-99.48135,191
57467,"SD",44.84796,-99.11828,328
57468,"SD",45.493324,-97.78571,260
57469,"SD",44.864263,-98.5409,3862
57470,"SD",44.899458,-98.86967,189
57471,"SD",45.42443,-99.3053,686
57472,"SD",45.486222,-100.04843,1135
57473,"SD",45.020366,-99.50178,165
57474,"SD",45.287179,-98.27899,363
57475,"SD",45.223419,-99.62537,166
57476,"SD",44.713517,-98.61569,456
57477,"SD",45.032244,-98.14355,160
57479,"SD",45.321875,-98.46429,616
57481,"SD",45.663385,-98.62274,696
57501,"SD",44.425356,-100.29145,15670
57520,"SD",44.830961,-100.11167,154
57521,"SD",43.839641,-101.26996,176
57522,"SD",44.500958,-99.99188,483
57523,"SD",43.190783,-99.28191,1136
57526,"SD",43.483177,-100.19302,181
57528,"SD",43.205207,-99.76123,863
57529,"SD",43.263007,-99.5615,611
57531,"SD",43.990243,-100.52716,271
57532,"SD",44.326157,-100.43382,2692
57533,"SD",43.229236,-99.42096,2012
57534,"SD",43.630273,-99.7528,178
57536,"SD",44.461748,-99.77535,614
57537,"SD",44.545795,-101.12947,133
57538,"SD",43.070066,-99.16628,291
57540,"SD",44.466602,-99.61724,137
57541,"SD",43.615797,-99.93186,176
57542,"SD",43.573247,-99.48175,111
57543,"SD",43.829457,-101.52963,901
57544,"SD",43.908053,-99.81529,471
57547,"SD",43.501449,-101.51685,145
57548,"SD",44.057302,-99.54871,1221
57551,"SD",43.223447,-101.65737,2421
57552,"SD",44.159861,-101.19002,574
57553,"SD",44.478744,-101.63569,171
57555,"SD",43.233874,-100.64693,3648
57559,"SD",43.889878,-100.74257,841
57560,"SD",43.493132,-101.16474,457
57562,"SD",43.908211,-101.00351,65
57563,"SD",43.360304,-100.38868,182
57564,"SD",44.68577,-100.04014,1129
57566,"SD",43.321116,-101.05768,1104
57567,"SD",44.036966,-101.71251,1597
57568,"SD",43.893368,-100.0569,757
57569,"SD",43.839997,-99.57459,534
57570,"SD",43.232817,-100.90791,2100
57571,"SD",43.085296,-99.09765,51
57572,"SD",43.111157,-100.94904,1880
57574,"SD",43.126441,-101.3747,187
57576,"SD",43.934133,-100.2916,267
57577,"SD",43.552017,-101.67309,1052
57578,"SD",43.026834,-99.81844,47
57579,"SD",43.579476,-100.77982,1313
57580,"SD",43.289115,-99.97143,4717
57584,"SD",43.528885,-100.09039,144
57585,"SD",43.557963,-100.38483,239
57601,"SD",45.472087,-100.45819,4187
57620,"SD",45.454454,-102.5039,557
57621,"SD",45.764511,-101.07093,367
57622,"SD",44.617992,-101.53458,365
57623,"SD",45.103367,-101.63974,932
57625,"SD",44.926725,-101.18538,4089
57626,"SD",44.947869,-102.02661,1060
57628,"SD",45.55964,-101.20322,91
57631,"SD",45.592102,-100.28391,370
57632,"SD",45.834848,-100.1001,673
57633,"SD",45.448377,-101.44983,587
57634,"SD",45.814856,-101.85821,121
57636,"SD",45.03794,-101.42207,111
57638,"ND",46.034096,-102.11476,2080
57640,"SD",45.768967,-102.70446,238
57641,"SD",45.869314,-101.318,336
57642,"SD",45.796863,-100.77282,2223
57644,"SD",45.402823,-102.13021,294
57645,"SD",45.884074,-101.7111,188
57646,"SD",45.700753,-100.09434,257
57648,"SD",45.896895,-100.28995,457
57649,"SD",45.511837,-102.85815,247
57650,"SD",45.849098,-103.01489,56
57651,"SD",45.414346,-103.14501,172
57652,"SD",45.125932,-100.56202,460
57653,"SD",45.690446,-102.25384,198
57656,"SD",45.354993,-101.0562,959
57657,"SD",45.51978,-100.88176,117
57658,"SD",45.68838,-100.51908,491
57660,"SD",45.831561,-101.48462,61
57661,"SD",45.198748,-100.85342,235
57701,"SD",44.085288,-103.21335,39526
57702,"SD",44.052788,-103.34302,29418
57703,"SD",44.05164,-103.13061,10603
57706,"SD",44.144225,-103.08527,4591
57714,"SD",43.31492,-101.92918,862
57716,"SD",43.134526,-102.16756,414
57717,"SD",44.768396,-103.83095,6731
57718,"SD",44.173449,-103.33329,4864
57719,"SD",44.122693,-103.06315,4100
57720,"SD",45.547869,-103.58054,645
57722,"SD",43.473186,-102.98607,459
57724,"SD",45.616269,-103.92593,235
57725,"SD",43.940637,-102.8122,116
57729,"SD",44.308909,-102.09713,96
57730,"SD",43.789695,-103.63631,4910
57732,"SD",44.338702,-103.70916,2245
57735,"SD",43.424499,-103.90273,1373
57736,"SD",44.338785,-102.41529,128
57737,"SD",44.560996,-102.57677,49
57738,"SD",43.682883,-103.24356,178
57742,"SD",44.65371,-103.68084,163
57744,"SD",43.796169,-103.07698,1724
57745,"SD",43.965949,-103.62797,1847
57747,"SD",43.401616,-103.5051,5781
57748,"SD",44.59203,-101.98721,388
57750,"SD",43.654636,-101.94355,332
57751,"SD",43.892254,-103.41721,704
57752,"SD",43.389365,-102.17671,2166
57754,"SD",44.312922,-103.83118,3682
57755,"SD",45.869257,-103.29412,129
57756,"SD",43.24449,-102.49502,709
57758,"SD",45.033915,-102.78168,110
57759,"SD",44.197255,-103.53733,523
57760,"SD",44.854326,-103.32109,1336
57761,"SD",44.133058,-102.78887,1142
57762,"SD",44.688572,-103.59186,535
57763,"SD",43.178182,-103.22927,310
57764,"SD",43.257154,-102.77414,1738
57765,"SD",44.939762,-102.41764,90
57766,"SD",43.364717,-103.23035,264
57767,"SD",44.110334,-102.58976,98
57769,"SD",44.236634,-103.33998,3270
57770,"SD",43.046493,-102.57323,5355
57772,"SD",43.331433,-102.38093,1446
57773,"SD",43.609557,-103.59517,271
57774,"SD",43.156481,-103.70735,101
57775,"SD",44.042842,-102.07873,259
57777,"SD",44.735001,-102.45764,147
57778,"SD",44.079794,-103.8513,75
57779,"SD",44.578116,-103.75465,127
57780,"SD",43.726261,-102.41628,184
57783,"SD",44.48837,-103.87853,12939
57785,"SD",44.409616,-103.46597,9209
57787,"SD",44.619045,-102.76873,294
57788,"SD",44.60302,-103.36866,635
57790,"SD",44.018548,-102.23778,1039
57791,"SD",44.067091,-102.47618,115
57792,"SD",44.562488,-102.41683,95
57793,"SD",44.472475,-103.62933,1676
57794,"SD",43.138184,-102.36897,508
57799,"SD",44.492688,-103.86974,34
58001,"ND",46.448462,-96.73165,290
58004,"ND",47.028291,-97.25029,317
58005,"ND",47.057098,-96.95043,447
58006,"ND",47.10167,-97.2147,553
58007,"ND",47.020312,-97.45571,170
58008,"ND",46.304176,-96.99819,269
58009,"ND",47.331202,-97.25077,74
58011,"ND",46.920174,-97.54484,418
58012,"ND",46.912684,-97.18939,2058
58013,"ND",46.076891,-97.35562,159
58015,"ND",46.581114,-96.823,345
58016,"ND",47.34623,-97.46372,206
58017,"ND",46.059066,-97.80989,447
58018,"ND",46.437401,-96.89354,285
58021,"ND",46.729689,-97.07941,456
58027,"ND",46.630659,-97.6003,1484
58029,"ND",47.118212,-97.38881,152
58030,"ND",46.043951,-96.66927,798
58031,"ND",46.767912,-97.67144,501
58032,"ND",46.098941,-97.63549,759
58033,"ND",46.449141,-97.91961,419
58035,"ND",47.25098,-97.426,333
58036,"ND",47.15096,-96.96482,307
58038,"ND",47.251489,-96.98522,324
58039,"ND",46.153098,-96.80909,97
58040,"ND",46.214772,-97.66923,853
58041,"ND",46.052141,-96.91067,1792
58042,"ND",46.984696,-96.9327,1347
58043,"ND",45.979819,-97.57406,231
58045,"ND",47.389215,-97.05327,2292
58046,"ND",47.293363,-97.75338,568
58047,"ND",46.724294,-96.8728,2141
58048,"ND",47.198818,-97.21831,491
58049,"ND",46.657292,-97.98732,359
58051,"ND",46.634764,-97.02012,1416
58052,"ND",46.650902,-97.28313,603
58053,"ND",46.067238,-97.18736,1340
58054,"ND",46.43383,-97.67678,3377
58056,"ND",47.252754,-97.93864,174
58057,"ND",46.451477,-97.24848,151
58058,"ND",46.167324,-96.98251,126
58059,"ND",46.839654,-97.12241,991
58060,"ND",46.253432,-97.44507,1472
58061,"ND",46.27338,-96.88178,432
58062,"ND",46.669107,-97.81842,210
58063,"ND",46.947243,-97.81827,367
58064,"ND",47.151891,-97.60401,521
58067,"ND",46.072821,-97.49872,337
58068,"ND",46.564908,-97.43763,374
58069,"ND",46.232799,-97.85092,230
58071,"ND",46.930679,-97.68708,425
58072,"ND",46.934311,-98.02374,8331
58075,"ND",46.28232,-96.68494,10192
58077,"ND",46.533488,-96.93756,657
58078,"ND",46.875367,-96.90503,14702
58079,"ND",46.883504,-97.35616,521
58081,"ND",46.282064,-97.13477,980
58102,"ND",46.900348,-96.80016,31905
58103,"ND",46.860864,-96.81602,47524
58104,"ND",46.812118,-96.839,15597
58201,"ND",47.899217,-97.05896,32452
58202,"ND",47.920679,-97.07228,2452
58203,"ND",47.938898,-97.08401,16240
58204,"ND",47.943847,-97.37255,4832
58210,"ND",48.391059,-98.11173,419
58212,"ND",47.694,-97.99703,608
58213,"ND",48.204374,-97.30774,311
58214,"ND",47.930777,-97.49066,425
58216,"ND",48.883906,-97.4489,200
58218,"ND",47.592267,-97.07503,746
58219,"ND",47.472415,-96.8887,63
58220,"ND",48.797042,-97.69887,2569
58222,"ND",48.62293,-97.67862,363
58223,"ND",47.505171,-97.05906,211
58224,"ND",48.173113,-97.95766,41
58225,"ND",48.593133,-97.22272,1169
58227,"ND",48.527038,-97.90612,622
58228,"ND",47.882652,-97.35564,1063
58229,"ND",48.497876,-98.23678,159
58230,"ND",47.475797,-97.80427,787
58231,"ND",48.214268,-97.82544,566
58233,"ND",48.228707,-97.52498,326
58235,"ND",48.084335,-97.47238,564
58236,"ND",48.714076,-97.44741,32
58237,"ND",48.415911,-97.4096,5911
58238,"ND",48.782885,-97.4149,186
58239,"ND",48.950929,-98.66921,101
58240,"ND",47.631,-97.48511,1361
58241,"ND",48.710208,-97.69893,207
58243,"ND",48.515762,-97.66385,640
58244,"ND",48.144073,-97.63321,277
58249,"ND",48.811921,-98.31033,2962
58250,"ND",48.288615,-98.00082,322
58251,"ND",47.942137,-97.67455,2096
58254,"ND",47.765244,-98.16357,682
58255,"ND",48.999101,-98.35241,26
58256,"ND",48.083218,-97.18994,986
58257,"ND",47.490878,-97.29392,2282
58258,"ND",48.008825,-97.35424,270
58259,"ND",48.052404,-98.12379,552
58260,"ND",48.622954,-98.05162,257
58261,"ND",48.288316,-97.28711,1035
58262,"ND",48.689123,-97.86695,204
58265,"ND",48.956342,-97.59021,595
58266,"ND",48.000075,-97.85041,257
58267,"ND",47.76354,-97.59279,1532
58269,"ND",48.695247,-98.17672,253
58270,"ND",48.39642,-97.78025,2106
58271,"ND",48.943042,-97.27924,791
58272,"ND",48.013283,-97.99298,302
58273,"ND",48.303376,-97.69767,219
58274,"ND",47.491179,-97.46343,1157
58275,"ND",47.67933,-97.121,759
58276,"ND",48.628551,-97.44823,699
58277,"ND",47.608142,-97.8179,267
58278,"ND",47.772417,-97.11074,1938
58281,"ND",48.855352,-98.6171,132
58282,"ND",48.915739,-97.92312,1565
58301,"ND",48.122688,-98.87752,9894
58310,"ND",48.617378,-99.63453,254
58311,"ND",48.637939,-98.61192,194
58313,"ND",48.165299,-100.0384,68
58316,"ND",48.837507,-99.76388,6485
58317,"ND",48.628607,-99.37707,296
58318,"ND",48.864955,-100.41403,3924
58321,"ND",48.204745,-98.31437,208
58323,"ND",48.849591,-98.90525,60
58324,"ND",48.485321,-99.2076,1648
58325,"ND",48.272135,-99.16654,180
58327,"ND",48.088486,-98.56277,431
58329,"ND",48.855835,-100.03636,3094
58330,"ND",48.427738,-98.52492,498
58331,"ND",48.65545,-99.11415,165
58332,"ND",48.058376,-99.77766,395
58335,"ND",47.968523,-99.02831,1629
58338,"ND",48.530196,-98.641,127
58341,"ND",47.767862,-99.84416,2926
58343,"ND",48.311156,-99.70744,93
58344,"ND",48.021136,-98.33502,1073
58345,"ND",48.303578,-98.33378,163
58346,"ND",48.286717,-99.42675,781
58348,"ND",47.955217,-99.52317,1016
58351,"ND",48.100632,-99.29718,554
58352,"ND",48.696001,-98.87272,488
58353,"ND",48.636915,-99.61665,28
58355,"ND",48.591846,-98.36827,116
58356,"ND",47.669608,-99.10553,2011
58357,"ND",47.931081,-99.22269,276
58359,"ND",48.091057,-100.1644,19
58361,"ND",47.75436,-98.33975,250
58362,"ND",48.223375,-99.09558,182
58363,"ND",48.742513,-99.42744,116
58365,"ND",48.84741,-99.26643,449
58366,"ND",48.653781,-99.91768,1054
58367,"ND",48.855873,-99.58558,1858
58368,"ND",48.273263,-100.00991,4071
58369,"ND",48.937584,-99.8055,992
58370,"ND",47.994379,-98.86913,1295
58372,"ND",48.947387,-99.02227,151
58374,"ND",47.839733,-99.07241,699
58377,"ND",48.478826,-98.87311,412
58379,"ND",47.934575,-98.82459,296
58380,"ND",47.836237,-98.51502,456
58381,"ND",47.840223,-98.74895,371
58382,"ND",48.318106,-98.79973,207
58384,"ND",48.609924,-100.26587,694
58385,"ND",48.470278,-99.67497,186
58386,"ND",48.3223,-99.59878,131
58401,"ND",46.906983,-98.72826,18061
58413,"ND",46.052308,-99.27476,1236
58415,"ND",46.362812,-98.48404,201
58416,"ND",47.555709,-98.34567,507
58418,"ND",47.42157,-99.63946,448
58420,"ND",47.073601,-98.85843,301
58421,"ND",47.450049,-99.08527,3109
58422,"ND",47.609264,-99.42568,244
58423,"ND",47.49417,-99.84212,87
58424,"ND",46.888946,-99.11315,337
58425,"ND",47.446297,-98.13417,1540
58426,"ND",47.227781,-98.58545,271
58428,"ND",46.868175,-99.74913,288
58429,"ND",47.201159,-98.13662,314
58430,"ND",47.581276,-100.27173,125
58431,"ND",46.522016,-98.48352,158
58433,"ND",46.366866,-98.72145,1257
58436,"ND",46.067077,-98.58044,2281
58438,"ND",47.652764,-99.61938,832
58439,"ND",46.014472,-98.83181,87
58440,"ND",46.310458,-99.13151,233
58441,"ND",46.163828,-98.38912,481
58442,"ND",46.596847,-99.1616,554
58443,"ND",47.435273,-98.63842,320
58444,"ND",47.480027,-100.13717,353
58445,"ND",47.54777,-98.80594,170
58448,"ND",47.31361,-98.2122,409
58451,"ND",47.456626,-99.9372,222
58454,"ND",46.57995,-98.89748,332
58455,"ND",47.290251,-98.75318,269
58456,"ND",46.270766,-98.93292,653
58458,"ND",46.367889,-98.29376,1482
58460,"ND",46.309847,-99.32181,304
58461,"ND",46.654622,-98.20015,470
58463,"ND",47.483877,-100.48694,773
58464,"ND",47.583586,-98.5889,305
58466,"ND",46.611528,-98.36911,420
58467,"ND",46.867794,-99.33125,758
58472,"ND",46.638134,-98.63923,366
58474,"ND",46.090506,-98.11584,2758
58475,"ND",47.149515,-99.566,201
58476,"ND",47.189716,-98.97328,262
58477,"ND",47.229815,-100.5398,160
58478,"ND",47.135224,-99.74552,189
58479,"ND",47.092093,-98.25077,314
58480,"ND",46.92853,-98.25936,344
58481,"ND",46.947101,-98.4288,372
58482,"ND",46.862714,-99.9205,1036
58483,"ND",46.631342,-99.39898,391
58484,"ND",47.399657,-98.44052,75
58486,"ND",47.435936,-99.40469,345
58487,"ND",46.856925,-99.60568,499
58488,"ND",47.177348,-99.99415,331
58489,"ND",46.0327,-99.61847,188
58490,"ND",46.368093,-98.06074,354
58492,"ND",47.154922,-98.43993,513
58494,"ND",47.141711,-100.27279,379
58495,"ND",46.278442,-99.56198,1542
58496,"ND",47.153361,-99.31052,292
58497,"ND",46.770483,-98.56496,482
58501,"ND",46.83962,-100.7723,43706
58504,"ND",46.768617,-100.75381,22611
58520,"ND",46.657221,-101.53747,292
58521,"ND",47.03541,-100.71786,547
58523,"ND",47.229528,-101.75965,3885
58524,"ND",46.596608,-100.09497,117
58528,"ND",46.249361,-100.63867,906
58529,"ND",46.320916,-101.60406,842
58530,"ND",47.133382,-101.18309,1393
58531,"ND",47.575888,-101.19002,305
58532,"ND",46.86485,-100.10694,336
58533,"ND",46.408171,-101.82853,993
58535,"ND",46.501898,-101.24737,594
58538,"ND",46.062798,-100.72114,2369
58540,"ND",47.646187,-101.52739,2280
58541,"ND",47.396933,-102.08106,462
58542,"ND",46.05082,-100.03576,426
58544,"ND",46.488312,-100.29283,571
58545,"ND",47.290543,-101.61207,3582
58549,"ND",46.467732,-99.93796,261
58552,"ND",46.257466,-100.23833,2191
58553,"ND",46.814568,-100.40137,143
58554,"ND",46.812148,-100.90891,20229
58558,"ND",46.813571,-100.53101,719
58559,"ND",47.429223,-100.72662,232
58560,"ND",46.677294,-100.28185,195
58561,"ND",46.477491,-99.71689,1247
58562,"ND",46.346028,-102.0077,565
58563,"ND",46.909229,-101.4391,2156
58564,"ND",46.291855,-101.34592,207
58565,"ND",47.494559,-101.37668,282
58566,"ND",46.59174,-100.93332,227
58568,"ND",46.155222,-100.94635,641
58569,"ND",46.258711,-101.17563,92
58570,"ND",46.421762,-100.93017,347
58571,"ND",47.281472,-101.37642,571
58572,"ND",46.885406,-100.30355,202
58573,"ND",46.094998,-100.24342,832
58575,"ND",47.543706,-100.87466,1009
58576,"ND",47.446392,-101.15667,1064
58577,"ND",47.302682,-101.04618,1776
58579,"ND",47.178883,-100.76,1280
58580,"ND",47.281173,-101.9254,287
58581,"ND",46.014164,-99.83606,296
58601,"ND",46.878057,-102.8041,19249
58620,"ND",46.486096,-103.31682,198
58621,"ND",47.077257,-103.93051,1405
58622,"ND",46.922727,-103.21389,1537
58623,"ND",46.182799,-103.40453,2273
58625,"ND",47.252561,-102.18789,259
58626,"ND",47.346329,-102.61222,288
58627,"ND",47.219032,-103.23327,164
58630,"ND",46.860364,-102.56782,549
58631,"ND",46.759443,-101.83368,1271
58632,"ND",46.713628,-103.94995,242
58634,"ND",47.393108,-103.36899,351
58636,"ND",47.371929,-102.34345,750
58638,"ND",46.877355,-102.0497,1098
58639,"ND",46.043733,-102.60353,1971
58640,"ND",47.411564,-102.82766,1225
58641,"ND",46.666229,-102.48549,126
58642,"ND",47.151337,-102.82216,352
58643,"ND",46.2715,-103.93203,230
58645,"ND",46.92752,-103.56872,334
58646,"ND",46.379559,-102.28758,1318
58647,"ND",46.511555,-102.8735,967
58649,"ND",46.140764,-102.92304,366
58650,"ND",46.405798,-102.60398,477
58651,"ND",46.329565,-103.68539,544
58652,"ND",46.891017,-102.28356,1121
58653,"ND",46.172025,-103.09161,658
58654,"ND",46.85992,-103.78322,345
58655,"ND",46.808668,-103.03364,487
58656,"ND",46.975615,-102.46219,429
58701,"ND",48.19983,-101.28579,24761
58703,"ND",48.277024,-101.31942,18479
58704,"ND",48.41647,-101.3274,7599
58710,"ND",47.87756,-100.23677,585
58711,"ND",48.94424,-101.28912,235
58712,"ND",47.985515,-100.53158,184
58713,"ND",48.552669,-100.63594,40
58716,"ND",47.82781,-101.08118,119
58718,"ND",48.327365,-101.81878,959
58721,"ND",48.811975,-102.27362,609
58722,"ND",48.251187,-101.47331,1456
58723,"ND",47.785232,-100.69257,173
58725,"ND",48.466756,-101.70175,348
58727,"ND",48.844129,-102.80485,342
58730,"ND",48.889528,-103.32304,1364
58731,"ND",48.422289,-100.98409,314
58733,"ND",48.171782,-101.60981,493
58734,"ND",48.506446,-101.96379,335
58735,"ND",47.869756,-101.49673,387
58736,"ND",47.916124,-100.38123,551
58737,"ND",48.917722,-102.40401,151
58740,"ND",48.485288,-101.22156,681
58741,"ND",48.269326,-100.82468,640
58744,"ND",48.102064,-100.61537,196
58746,"ND",48.719925,-102.08301,1684
58747,"ND",47.808989,-100.51007,150
58748,"ND",48.687522,-100.6606,245
58750,"ND",48.611257,-101.4194,597
58752,"ND",48.845965,-102.57917,259
58755,"ND",48.632655,-102.93658,164
58756,"ND",47.962814,-101.81113,250
58757,"ND",47.702563,-102.58745,780
58758,"ND",47.781908,-100.10165,245
58759,"ND",47.855591,-101.26056,709
58760,"ND",48.686244,-101.15787,280
58761,"ND",48.770684,-101.55153,1207
58762,"ND",48.671806,-100.96154,237
58763,"ND",47.983034,-102.54126,2860
58765,"ND",48.857983,-103.03833,317
58768,"ND",48.250987,-101.00165,249
58769,"ND",48.330437,-102.23239,278
58770,"ND",47.927133,-102.13973,1290
58771,"ND",48.073998,-101.9763,482
58772,"ND",48.973939,-102.60078,143
58773,"ND",48.574749,-102.65064,756
58775,"ND",47.710089,-101.84406,294
58776,"ND",48.24767,-102.62331,216
58778,"ND",47.783028,-100.93423,180
58779,"ND",47.811566,-101.86084,514
58781,"ND",48.037844,-101.09637,721
58782,"ND",48.944324,-101.72643,464
58783,"ND",48.900962,-100.76402,360
58784,"ND",48.366981,-102.4235,1732
58785,"ND",48.271451,-101.11174,1071
58787,"ND",48.76715,-101.81935,155
58788,"ND",48.363285,-100.47477,1322
58789,"ND",48.567655,-100.80621,354
58790,"ND",48.053192,-100.93425,1570
58792,"ND",47.971295,-100.76841,255
58793,"ND",48.871815,-101.04936,752
58794,"ND",48.298407,-102.76645,143
58795,"ND",48.64055,-103.15693,278
58801,"ND",48.20496,-103.71908,16125
58830,"ND",48.586475,-103.46708,242
58831,"ND",47.826449,-103.65916,508
58833,"ND",48.894491,-103.51215,90
58835,"ND",47.73943,-103.46564,252
58838,"ND",47.83202,-103.886,225
58843,"ND",48.278037,-103.39021,336
58844,"ND",48.894636,-103.75867,165
58845,"ND",48.629988,-103.93903,388
58847,"ND",47.8845,-102.90911,219
58849,"ND",48.326813,-103.19462,812
58852,"ND",48.388509,-102.94589,1581
58853,"ND",48.069085,-103.84342,114
58854,"ND",47.835713,-103.22565,2430
58856,"ND",48.567291,-103.71711,128
59001,"MT",45.522248,-109.48875,1577
59002,"MT",45.932174,-108.68933,63
59003,"MT",45.486308,-106.33169,1055
59006,"MT",45.947154,-108.0969,827
59007,"MT",45.159808,-109.14649,119
59008,"MT",45.103044,-109.06992,371
59010,"MT",45.949226,-107.2284,144
59011,"MT",45.883409,-109.91891,3015
59012,"MT",45.351247,-106.58858,142
59013,"MT",45.464156,-109.11927,189
59014,"MT",45.242325,-108.73073,1441
59015,"MT",46.096447,-108.83134,524
59016,"MT",45.457795,-106.97057,952
59018,"MT",45.894359,-110.61105,406
59019,"MT",45.602343,-109.2671,3340
59020,"MT",45.058868,-109.90084,100
59022,"MT",45.613564,-107.37805,2455
59024,"MT",46.095217,-107.6318,377
59025,"MT",45.090049,-106.69221,125
59026,"MT",45.430445,-108.76441,197
59027,"MT",45.310206,-110.8895,309
59028,"MT",45.373162,-109.64134,554
59029,"MT",45.391138,-108.89916,803
59030,"MT",45.145353,-110.60771,1774
59031,"MT",45.521423,-107.42566,330
59032,"MT",47.041005,-108.80868,363
59033,"MT",45.734139,-109.77529,101
59034,"MT",45.780451,-107.63987,4576
59035,"MT",45.224859,-107.98299,197
59036,"MT",46.435446,-109.86994,1631
59037,"MT",45.862261,-108.29474,1516
59038,"MT",46.208375,-107.22415,773
59039,"MT",46.69244,-107.6368,91
59041,"MT",45.505519,-108.92119,1774
59043,"MT",45.585984,-106.63862,2865
59044,"MT",45.665424,-108.75601,9701
59046,"MT",46.418078,-109.03637,436
59047,"MT",45.674463,-110.53834,12190
59050,"MT",45.272302,-107.45873,1683
59052,"MT",45.550177,-110.05667,203
59053,"MT",46.491523,-110.50499,437
59054,"MT",46.56503,-107.9138,287
59055,"MT",46.13263,-109.89746,122
59057,"MT",45.846359,-108.95391,399
59058,"MT",47.05992,-107.80028,65
59059,"MT",46.455469,-108.0903,159
59061,"MT",45.45236,-109.83681,278
59062,"MT",45.154425,-106.13017,82
59063,"MT",45.622948,-108.96,1721
59064,"MT",45.903794,-107.92181,283
59065,"MT",45.336151,-110.75099,85
59066,"MT",45.353002,-108.49163,744
59067,"MT",45.951002,-109.28883,219
59068,"MT",45.241761,-109.32217,3517
59069,"MT",45.708186,-109.54126,477
59070,"MT",45.352866,-109.17158,748
59071,"MT",45.343978,-109.50168,83
59072,"MT",46.53932,-108.53775,4027
59074,"MT",46.367286,-109.27608,577
59075,"MT",45.395656,-107.93409,344
59076,"MT",46.2644,-107.07438,35
59077,"MT",47.130621,-107.52697,62
59078,"MT",46.383158,-109.49616,144
59079,"MT",46.001031,-108.3527,3010
59081,"MT",45.006307,-109.98238,29
59085,"MT",46.501026,-110.14681,57
59086,"MT",46.075387,-110.57954,757
59087,"MT",47.000478,-108.29005,493
59088,"MT",46.059495,-108.0755,1136
59089,"MT",45.076746,-107.44633,497
59101,"MT",45.737525,-108.48754,36312
59102,"MT",45.778852,-108.5742,44501
59105,"MT",45.836121,-108.46819,23063
59106,"MT",45.777818,-108.66944,8218
59201,"MT",48.126066,-105.65893,5095
59211,"MT",48.695994,-104.35503,185
59212,"MT",48.1154,-104.19036,299
59213,"MT",48.132347,-104.88114,851
59214,"MT",47.274624,-105.84727,140
59215,"MT",47.520661,-105.8743,1243
59217,"MT",47.577478,-104.25806,72
59218,"MT",48.132161,-104.51429,925
59219,"MT",48.519946,-104.25492,384
59221,"MT",47.900376,-104.13403,1608
59222,"MT",48.739987,-105.15836,233
59223,"MT",48.006744,-106.46104,277
59225,"MT",48.202722,-105.96719,708
59226,"MT",48.317939,-104.44433,420
59230,"MT",48.15381,-106.69558,4675
59231,"MT",48.404667,-106.53357,177
59241,"MT",48.39962,-107.09765,447
59242,"MT",48.40892,-104.70869,55
59243,"MT",47.71754,-104.63734,357
59244,"MT",48.599534,-106.33328,108
59247,"MT",48.503927,-104.48487,352
59248,"MT",48.13336,-106.33547,741
59250,"MT",48.860359,-106.47675,226
